"sparse","N","T0","gamma","Measure","OLS","LSDV","EBMLE","URE","AH","GMM1","GMM2","LASSO","RIDGE","ELASTIC_NET"
0.8,20,30,0.2,"Bias",0.00389,-0.00236,-0.00311,-0.00186,0.00003,-0.0007,0.01825,-0.03578,-0.05505,-0.03663
0.8,20,30,0.2,"Var",3.61983,3.95369,3.86784,3.87651,5.3282,5.27271,4.04147,3.63584,3.6545,3.63487
0.8,20,30,0.2,"MSE",1.18916,1.04996,1.04587,1.04597,2.02254,1.98636,2.2383,1.0958,1.1358,1.09757
0.8,20,30,0.8,"Bias",0.00941,-0.00562,-0.0255,0.00102,-0.00047,0.00164,0.03755,-0.02475,-0.02919,-0.02511
0.8,20,30,0.8,"Var",7.96845,7.90142,7.15742,7.694,10.70883,10.46309,9.21127,7.99735,8.00471,7.99747
0.8,20,30,0.8,"MSE",1.08369,1.07268,1.09344,1.07348,2.03146,1.85993,1.33059,1.07109,1.08011,1.07177
0.8,100,5,0.2,"Bias",-0.01318,0.02707,0.02754,0.02682,0.00481,0.00522,0.00506,0.00771,0.00781,0.00773
0.8,100,5,0.2,"Var",3.68965,3.95948,3.58259,3.58833,5.22442,5.24116,5.24075,3.69617,3.69836,3.69616
0.8,100,5,0.2,"MSE",1.1743,1.29379,1.1367,1.13772,2.01907,2.03692,2.03786,1.16968,1.16893,1.16972
0.8,100,5,0.8,"Bias",-0.00365,0.01871,0.02297,0.01479,0.00324,0.00725,0.00723,0.00141,0.00162,0.00141
0.8,100,5,0.8,"Var",6.03268,6.59693,5.63446,6.15018,8.70661,8.78047,8.78579,6.03721,6.0534,6.03722
0.8,100,5,0.8,"MSE",1.09898,1.29904,1.27112,1.27666,2.0475,2.18822,2.19331,1.09613,1.09646,1.09612
0.8,100,10,0.2,"Bias",-0.00621,0.00162,0.002,0.00141,-0.00186,-0.00227,-0.00231,0.0517,0.05123,0.05168
0.8,100,10,0.2,"Var",3.87959,4.11704,3.85497,3.85608,5.48652,5.46656,5.46435,3.90928,3.90635,3.90929
0.8,100,10,0.2,"MSE",1.13468,1.14235,1.082,1.08204,2.00798,1.99954,2.00665,1.12892,1.12857,1.12874
0.8,100,10,0.8,"Bias",-0.01682,0.02798,0.0325,0.02411,-0.00199,-0.00218,-0.00238,0.01429,0.01429,0.01429
0.8,100,10,0.8,"Var",6.29964,6.40483,5.72125,5.87382,8.9566,8.75691,8.76778,6.32668,6.33712,6.32668
0.8,100,10,0.8,"MSE",1.08159,1.1992,1.17061,1.17286,2.0084,1.88216,1.88742,1.07992,1.07935,1.07992
0.8,100,20,0.2,"Bias",-0.01671,0.00332,0.00371,0.003,-0.00176,-0.00171,-0.00179,-0.01321,-0.0007,-0.01276
0.8,100,20,0.2,"Var",5.17203,5.48595,5.29373,5.3054,6.86757,6.84512,6.84388,5.33956,5.22658,5.33396
0.8,100,20,0.2,"MSE",1.26226,1.06545,1.05545,1.05564,1.99744,1.98703,1.98828,1.09259,1.124,1.09292
0.8,100,20,0.8,"Bias",-0.01505,0.01138,0.01655,0.00728,-0.00165,-0.00042,-0.0005,-0.00944,-0.00856,-0.0094
0.8,100,20,0.8,"Var",11.46182,11.44232,10.75282,11.17138,14.13434,13.95037,13.95305,11.46841,11.47241,11.46807
0.8,100,20,0.8,"MSE",1.09612,1.09902,1.09877,1.09586,2.00125,1.89172,1.89334,1.0902,1.0941,1.0905
0.8,100,30,0.2,"Bias",0.00711,-0.00178,-0.00169,-0.00185,0.00032,0.0002,0.00153,-0.01681,-0.01073,-0.01658
0.8,100,30,0.2,"Var",4.28177,4.46144,4.38238,4.38873,5.84366,5.83222,5.72811,4.34691,4.29849,4.34351
0.8,100,30,0.2,"MSE",1.27169,1.04552,1.0408,1.04104,2.0044,1.99663,1.96875,1.07592,1.10573,1.07652
0.8,100,30,0.8,"Bias",0.0057,-0.0033,-0.00254,-0.0041,0.00023,0.00007,0.00057,-0.00767,-0.00576,-0.00763
0.8,100,30,0.8,"Var",10.05353,10.00539,9.59312,9.78835,12.75367,12.64782,12.57514,10.08023,10.07262,10.07967
0.8,100,30,0.8,"MSE",1.10336,1.06579,1.06372,1.0635,2.00211,1.93229,1.88607,1.08189,1.09613,1.08225
0.9,20,5,0.2,"Bias",0.01231,0.10326,0.09604,0.10713,-0.01306,-0.00913,-0.00432,0.03465,0.03488,0.03461
0.9,20,5,0.2,"Var",3.782,4.31664,3.86382,3.88163,5.7301,5.82344,5.82391,3.78895,3.7803,3.78707
0.9,20,5,0.2,"MSE",1.33205,1.38875,1.27329,1.27741,2.10453,2.29365,2.31592,1.2957,1.3033,1.29672
0.9,20,5,0.8,"Bias",0.01596,0.10306,0.07529,0.11453,0.01588,0.09473,0.10521,0.04582,0.04529,0.04584
0.9,20,5,0.8,"Var",7.75215,8.06116,5.79355,7.47396,10.62643,11.21553,10.99074,7.73903,7.74969,7.73901
0.9,20,5,0.8,"MSE",1.17756,1.3597,1.51956,1.36293,2.47966,3.80263,3.42195,1.16033,1.16048,1.16031
0.9,20,10,0.2,"Bias",-0.04704,0.01072,0.01853,0.00711,-0.00541,-0.0052,-0.00514,0.04816,0.04842,0.04829
0.9,20,10,0.2,"Var",4.32113,3.81376,3.85587,3.84489,5.12016,5.05789,5.04914,4.30596,4.31998,4.30792
0.9,20,10,0.2,"MSE",1.16032,1.16135,1.10361,1.10381,2.03677,1.99357,1.99773,1.1473,1.15083,1.14782
0.9,20,10,0.8,"Bias",-0.03537,0.05146,0.11599,0.02147,-0.00596,0.01376,0.01359,0.02598,0.02551,0.02598
0.9,20,10,0.8,"Var",5.16277,5.66165,4.14852,5.26859,7.87625,7.32695,7.33077,5.21296,5.21829,5.21275
0.9,20,10,0.8,"MSE",1.08675,1.22194,1.25886,1.19653,2.14535,1.67666,1.67941,1.07661,1.07665,1.07664
0.9,20,20,0.2,"Bias",-0.0034,-0.00271,-0.00267,-0.00301,-0.00205,-0.00166,0.00166,-0.02361,-0.02326,-0.02361
0.9,20,20,0.2,"Var",3.69927,3.78973,3.66162,3.66565,5.12017,5.06595,4.39746,3.69894,3.69933,3.69894
0.9,20,20,0.2,"MSE",1.0199,1.07814,1.02523,1.02624,2.01751,1.9836,1.87733,1.01704,1.01691,1.01704
0.9,20,20,0.8,"Bias",-0.00285,-0.00247,-0.00274,-0.00253,-0.00244,-0.00221,-0.00252,-0.02281,-0.0225,-0.02281
0.9,20,20,0.8,"Var",3.01953,3.02776,2.64484,2.67409,5.677,5.41267,4.49809,3.03876,3.03886,3.03876
0.9,20,20,0.8,"MSE",1.0211,1.11506,1.06677,1.06917,2.01912,1.84807,1.39956,1.018,1.01796,1.018
0.9,20,30,0.2,"Bias",-0.00172,-0.00236,-0.00232,-0.00239,0.00004,-0.00073,0.01812,0.01105,0.01082,0.01105
0.9,20,30,0.2,"Var",3.71155,3.88953,3.73474,3.7435,5.25961,5.20095,3.8188,3.71355,3.71608,3.71355
0.9,20,30,0.2,"MSE",1.01729,1.04996,1.01892,1.02089,2.02219,1.98631,2.23034,1.01496,1.01465,1.01496
0.9,20,30,0.8,"Bias",-0.00085,-0.00484,-0.00406,-0.00516,-0.0002,0.00104,0.04834,0.01114,0.01097,0.01114
0.9,20,30,0.8,"Var",2.85868,2.87798,2.62293,2.6448,5.54477,5.30791,3.55225,2.87377,2.87437,2.87376
0.9,20,30,0.8,"MSE",1.0171,1.07216,1.03791,1.04096,2.02546,1.8776,1.45988,1.0147,1.01448,1.0147
0.9,100,5,0.2,"Bias",-0.00517,0.02707,0.02676,0.02718,0.00482,0.00503,0.00487,-0.03051,-0.0301,-0.03052
0.9,100,5,0.2,"Var",3.65461,3.76403,3.47249,3.47451,5.04445,5.06229,5.06231,3.64805,3.64961,3.64805
0.9,100,5,0.2,"MSE",1.1006,1.29379,1.10813,1.10884,2.01866,2.03705,2.03822,1.09901,1.09758,1.09897
0.9,100,5,0.8,"Bias",-0.00054,0.01401,0.00837,0.01951,0.00395,0.00419,0.00466,-0.02335,-0.02297,-0.02335
0.9,100,5,0.8,"Var",4.36217,4.91215,4.10378,4.38783,6.98717,7.05541,7.0523,4.36591,4.37879,4.3659
0.9,100,5,0.8,"MSE",1.07264,1.29919,1.24414,1.25551,2.02984,2.13442,2.13139,1.07054,1.07066,1.07054
0.9,100,10,0.2,"Bias",-0.00542,0.00162,0.00204,0.00142,-0.00186,-0.00224,-0.00228,0.05567,0.05551,0.05566
0.9,100,10,0.2,"Var",3.89927,3.95715,3.74262,3.74369,5.3191,5.3,5.29787,3.92311,3.92217,3.92307
0.9,100,10,0.2,"MSE",1.09243,1.14235,1.06673,1.06681,2.00798,1.99973,2.00686,1.09279,1.09172,1.09275
0.9,100,10,0.8,"Bias",-0.01355,0.02816,0.03458,0.02285,-0.00192,-0.00196,-0.00219,0.02553,0.02542,0.02554
0.9,100,10,0.8,"Var",5.18704,5.3388,4.67432,4.81902,7.80121,7.63936,7.65291,5.21894,5.22743,5.21894
0.9,100,10,0.8,"MSE",1.06236,1.19856,1.1576,1.1615,2.00844,1.90105,1.90791,1.06141,1.06102,1.06142
0.9,100,20,0.2,"Bias",-0.00727,0.00332,0.00354,0.00318,-0.00177,-0.0017,-0.00178,-0.00043,0.00459,-0.00029
0.9,100,20,0.2,"Var",4.87944,5.03735,4.8546,4.86034,6.41797,6.39647,6.39509,4.91298,4.8839,4.91218
0.9,100,20,0.2,"MSE",1.10257,1.06545,1.04347,1.04384,1.99746,1.98715,1.98843,1.07191,1.08953,1.07212
0.9,100,20,0.8,"Bias",-0.00975,0.0114,0.01415,0.00904,-0.00168,-0.00078,-0.00082,-0.00231,-0.00203,-0.0023
0.9,100,20,0.8,"Var",6.28469,6.29438,5.79073,5.9378,8.95102,8.82518,8.82575,6.28939,6.29165,6.28935
0.9,100,20,0.8,"MSE",1.06009,1.09952,1.08347,1.08529,1.99899,1.92258,1.92297,1.05782,1.05826,1.05786
0.9,100,30,0.2,"Bias",0.00192,-0.00178,-0.00183,-0.00175,0.00032,0.00029,0.00162,-0.02153,-0.0308,-0.02181
0.9,100,30,0.2,"Var",4.12312,4.25327,4.18904,4.19252,5.63492,5.62364,5.51848,4.1479,4.1231,4.14697
0.9,100,30,0.2,"MSE",1.10327,1.04552,1.03411,1.03457,2.00443,1.99675,1.96886,1.05977,1.08434,1.06023
0.9,100,30,0.8,"Bias",0.00336,-0.00341,-0.0049,-0.00227,0.00027,0.00003,0.00059,-0.01777,-0.02081,-0.01783
0.9,100,30,0.8,"Var",5.29413,5.2751,4.96079,5.02559,8.01222,7.93151,7.83406,5.31059,5.30551,5.31044
0.9,100,30,0.8,"MSE",1.06541,1.06601,1.05603,1.05691,2.00209,1.9514,1.89124,1.05533,1.06314,1.0554
1,20,5,0.2,"Bias",-0.00857,0.10326,0.09499,0.1032,-0.01366,-0.01012,-0.00742,-0.00929,-0.00929,-0.00927
1,20,5,0.2,"Var",4.01151,4.00111,3.66431,3.66845,5.42238,5.51241,5.52413,4.01661,4.01665,4.01662
1,20,5,0.2,"MSE",1.05562,1.38875,1.14701,1.15138,2.1103,2.30169,2.32885,1.03724,1.03717,1.03722
1,20,5,0.8,"Bias",-0.012,0.1042,0.09256,0.11103,-0.00636,0.0044,0.01998,-0.01072,-0.01101,-0.01072
1,20,5,0.8,"Var",2.89393,3.26825,2.32534,2.56884,5.50735,7.66411,6.90487,2.92136,2.92674,2.92133
1,20,5,0.8,"MSE",1.0452,1.35895,1.25606,1.27445,2.1649,4.71281,3.99149,1.03116,1.03087,1.03112
1,20,10,0.2,"Bias",-0.00726,0.01072,0.01033,0.01072,-0.00544,-0.00513,-0.00509,-0.00716,-0.00707,-0.00716
1,20,10,0.2,"Var",4.13744,4.21961,4.07495,4.07475,5.55782,5.49216,5.48223,4.13869,4.13899,4.13868
1,20,10,0.2,"MSE",1.02246,1.16135,1.03954,1.04018,2.03595,1.99303,1.99744,1.01406,1.01409,1.01406
1,20,10,0.8,"Bias",-0.00596,0.04603,0.04513,0.04641,-0.00596,0.00484,0.00495,-0.00606,-0.00601,-0.00606
1,20,10,0.8,"Var",2.41288,2.63126,2.05151,2.11918,5.05901,4.64169,4.63989,2.43463,2.43791,2.43465
1,20,10,0.8,"MSE",1.02239,1.2246,1.1298,1.13857,2.05634,1.78731,1.78731,1.01432,1.01429,1.01432
1,20,20,0.2,"Bias",-0.00321,-0.00271,-0.00262,-0.00286,-0.00205,-0.00167,0.0017,-0.0024,-0.00239,-0.0024
1,20,20,0.2,"Var",3.66581,3.71004,3.63632,3.63899,5.04029,4.98658,4.31238,3.66731,3.667,3.66731
1,20,20,0.2,"MSE",1.01489,1.07814,1.01952,1.02057,2.0175,1.98381,1.87745,1.01149,1.01153,1.01149
1,20,20,0.8,"Bias",-0.00276,-0.00207,-0.00133,-0.00243,-0.00244,-0.00226,-0.00258,-0.00187,-0.00179,-0.00187
1,20,20,0.8,"Var",2.66449,2.6448,2.31899,2.34153,5.26177,5.00416,4.09811,2.68292,2.68259,2.68292
1,20,20,0.8,"MSE",1.01593,1.11503,1.05655,1.05932,2.01873,1.85283,1.40703,1.01251,1.01255,1.01251
1,20,30,0.2,"Bias",-0.00219,-0.00236,-0.00229,-0.00246,0.00004,-0.00073,0.01806,-0.00025,-0.00029,-0.00025
1,20,30,0.2,"Var",3.69083,3.71867,3.67437,3.67728,5.08701,5.02893,3.67662,3.69174,3.69165,3.69174
1,20,30,0.2,"MSE",1.00709,1.04996,1.00961,1.01217,2.0222,1.98628,2.22849,1.0047,1.00475,1.0047
1,20,30,0.8,"Bias",-0.00207,-0.00493,-0.00452,-0.00516,-0.00018,0.00097,0.04934,0.00014,0.0001,0.00014
1,20,30,0.8,"Var",2.46277,2.4086,2.22458,2.23838,5.05675,4.82983,3.17923,2.47466,2.47405,2.47466
1,20,30,0.8,"MSE",1.00717,1.07218,1.02689,1.03077,2.02523,1.87975,1.47625,1.00471,1.00474,1.00471
1,100,5,0.2,"Bias",0.00605,0.02707,0.02775,0.02692,0.00482,0.00516,0.00503,0.00541,0.00572,0.00541
1,100,5,0.2,"Var",3.74329,3.82815,3.4855,3.4868,5.12704,5.14327,5.14343,3.74325,3.74505,3.74324
1,100,5,0.2,"MSE",1.01386,1.29379,1.055,1.05552,2.01826,2.03552,2.0366,1.01189,1.01198,1.01189
1,100,5,0.8,"Bias",0.00584,0.01661,0.01785,0.01557,0.0043,0.00528,0.00524,0.00522,0.00542,0.00522
1,100,5,0.8,"Var",2.70376,3.17359,2.49384,2.56719,5.27091,5.3191,5.31759,2.70908,2.71887,2.70907
1,100,5,0.8,"MSE",1.01362,1.3009,1.20459,1.2114,2.01688,2.07717,2.0777,1.01165,1.01172,1.01165
1,100,10,0.2,"Bias",-0.00229,0.00162,0.0017,0.00161,-0.00185,-0.00221,-0.00225,-0.00248,-0.00235,-0.00248
1,100,10,0.2,"Var",3.79147,3.82161,3.6664,3.66647,5.19139,5.17212,5.17083,3.79194,3.79178,3.79194
1,100,10,0.2,"MSE",1.00477,1.14235,1.01496,1.015,2.00811,1.99977,2.00704,1.00329,1.00336,1.00329
1,100,10,0.8,"Bias",-0.00196,0.02487,0.02516,0.02468,-0.00194,-0.00212,-0.00234,-0.00219,-0.00188,-0.00219
1,100,10,0.8,"Var",2.94911,3.05733,2.51943,2.53832,5.53981,5.43918,5.44888,2.95414,2.95933,2.95414
1,100,10,0.8,"MSE",1.00475,1.19934,1.11129,1.11313,2.00803,1.94118,1.9451,1.0033,1.00333,1.0033
1,100,20,0.2,"Bias",-0.00006,0.00332,0.00331,0.00332,-0.00177,-0.0017,-0.00178,-0.00022,-0.00014,-0.00022
1,100,20,0.2,"Var",4.64861,4.67277,4.59374,4.59516,6.05287,6.03203,6.03113,4.64897,4.6481,4.64897
1,100,20,0.2,"MSE",0.99934,1.06545,1.00225,1.00335,1.99744,1.98722,1.98855,0.99855,0.99863,0.99855
1,100,20,0.8,"Bias",-0.00008,0.01118,0.01113,0.0112,-0.00177,-0.00108,-0.00112,-0.00025,-0.00009,-0.00025
1,100,20,0.8,"Var",3.07128,3.02857,2.70849,2.71843,5.66713,5.58534,5.58517,3.07473,3.07492,3.07473
1,100,20,0.8,"MSE",0.99919,1.09967,1.0379,1.03946,1.99835,1.9474,1.94733,0.99839,0.99844,0.99839
1,100,30,0.2,"Bias",-0.00056,-0.00178,-0.00177,-0.00178,0.00032,0.0002,0.00151,-0.00048,-0.00051,-0.00048
1,100,30,0.2,"Var",4.17142,4.18908,4.14483,4.14738,5.56863,5.55791,5.45339,4.17161,4.17112,4.17161
1,100,30,0.2,"MSE",1.00218,1.04552,1.00339,1.00542,2.00443,1.99686,1.96911,1.00174,1.00181,1.00174
1,100,30,0.8,"Bias",-0.00059,-0.00311,-0.00309,-0.00312,0.00029,-0.00003,0.00053,-0.00049,-0.00053,-0.00049
1,100,30,0.8,"Var",2.99909,2.89921,2.71143,2.72245,5.59598,5.53934,5.42959,3.00162,2.99972,3.00162
1,100,30,0.8,"MSE",1.00217,1.06604,1.0201,1.02248,2.00204,1.96624,1.89938,1.00171,1.00176,1.00171
